id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
24,CAMINO REAL,Sector Minima,4.153,-73.625,2.4,6000,2000,8000,16
25,VILLA CRISTINA,Sector Minima,4.1456,-73.6368,2.4,6000,2000,8000,16
26,CASTILLA,Sector Minima,4.1498,-73.6265,2.4,6000,2000,8000,16
27,VAINILLA,Sector Minima,4.1452,-73.6376,2.4,6000,2000,8000,16
28,CARCEL,Sector Minima,4.1446,-73.6291,2.4,6000,2000,8000,16
29,Página 350,Sector Minima,4.1447,-73.6338,2.4,6000,2000,8000,16
30,RECREO,Conjuntos Sector Cerca,4.148,-73.629,2.4,6000,2000,8000,16
31,SEIS DE ABRIL,Conjuntos Sector Cerca,4.1525,-73.6382,2.4,6000,2000,8000,16
32,OLIMPICA,Conjuntos Sector Cerca,4.1505,-73.632,2.4,6000,2000,8000,16
33,MANANTIAL,Conjuntos Sector Cerca,4.1533,-73.6323,2.4,6000,2000,8000,16
34,HIERBABUENA,Conjuntos Sector Cerca,4.1533,-73.6389,2.4,6000,2000,8000,16
35,COFREN CATAMA,Conjuntos Sector Cerca,4.147,-73.608,2.4,6000,2000,8000,16
36,PUESTO DE SALUD RECREO,Conjuntos Sector Cerca,4.148,-73.629,2.4,6000,2000,8000,16
37,ALCALA,Conjuntos Sector Cerca,4.1448,-73.6378,2.4,6000,2000,8000,16
38,FLORENCIA,Conjuntos Sector Cerca,4.1496,-73.6351,2.4,6000,2000,8000,16
39,DESMONTADORA,Conjuntos Sector Cerca,4.1476,-73.6307,2.4,6000,2000,8000,16
40,"CONJUNTO CAMINO REAL (1,2,3,4)",Conjuntos Sector Cerca,4.153,-73.625,2.4,6000,2000,8000,16
41,"PARQUES DE SEVILLA (1,2,3,4,)",Conjuntos Sector Cerca,4.1521,-73.6374,2.4,6000,2000,8000,16
42,CONJUNTO TULIPANES,Conjuntos Sector Cerca,4.1448,-73.6377,2.4,6000,2000,8000,16
43,CONJUNTO GIRASOLES,Conjuntos Sector Cerca,4.1506,-73.6293,2.4,6000,2000,8000,16
44,CONJUNTO ALMERIA,Conjuntos Sector Cerca,4.1449,-73.6324,2.4,6000,2000,8000,16
45,CONDOMINIO CRISTALES,Conjuntos Sector Cerca,4.1486,-73.6371,2.4,6000,2000,8000,16
46,CONJUNTO PALAMA REAL,Conjuntos Sector Cerca,4.1531,-73.6379,2.4,6000,2000,8000,16
47,ALTOS DE LOMALINDA,Conjuntos Sector Cerca,4.1473,-73.6379,2.4,6000,2000,8000,16
48,COJUNTO VILLA KARINA,Conjuntos Sector Cerca,4.1524,-73.6334,2.4,6000,2000,8000,16
49,CONJUNTO PRADOS DE CASTILLA,Conjuntos Sector Cerca,4.1498,-73.6265,2.4,6000,2000,8000,16
50,EDIFICIO SANFERNANDO PLAZA,Conjuntos Sector Cerca,4.1447,-73.6303,2.4,6000,2000,8000,16
51,PRADOS DE HIRBABUENA,Conjuntos Sector Cerca,4.1512,-73.637,2.4,6000,2000,8000,16
52,COJUNTO MALIBU,Conjuntos Sector Cerca,4.1497,-73.6328,2.4,6000,2000,8000,16
53,BALCONES DE PONTEVEDRA,Conjuntos Sector Cerca,4.1451,-73.635,2.4,6000,2000,8000,16
54,ESTERO,Sector Cerca Medio,4.143,-73.615,1.7,6000,1000,7000,14
55,MACUNAIMA,Sector Cerca Medio,4.142,-73.617,1.7,6000,1000,7000,14
56,PARQUE DE LA MEMORIA,Sector Cerca Medio,4.142,-73.63,1.7,6000,1000,7000,14
57,MACARENA,Sector Cerca Medio,4.1501,-73.6376,1.7,6000,1000,7000,14
58,NOGAL,Sector Cerca Medio,4.1475,-73.633,1.7,6000,1000,7000,14
59,SAN CRISTOBAL,Sector Cerca Medio,4.1448,-73.6379,1.7,6000,1000,7000,14
60,CAMELIAS,Sector Cerca Medio,4.1536,-73.6352,1.7,6000,1000,7000,14
61,OLIMPICO BAJO,Sector Cerca Medio,4.1487,-73.6379,1.7,6000,1000,7000,14
62,VILLA ORTIX,Sector Cerca Medio,4.1493,-73.6305,1.7,6000,1000,7000,14
63,Página 351,Sector Cerca Medio,4.1498,-73.6336,1.7,6000,1000,7000,14
64,OLIMPICO,Sector Cerca Medio,4.148,-73.6292,1.7,6000,1000,7000,14
65,VILLA JHOANA,Sector Cerca Medio,4.1447,-73.6306,2.4,6000,2000,8000,16
66,CATALUÑA,Sector Cerca Medio,4.1509,-73.6382,2.4,6000,2000,8000,16
67,VILLA NIEVES,Sector Cerca Medio,4.1521,-73.6357,2.4,6000,2000,8000,16
68,DANUVIO,Sector Cerca Medio,4.1473,-73.6352,2.4,6000,2000,8000,16
69,GAUDALAJARA,Sector Cerca Medio,4.1459,-73.6338,2.4,6000,2000,8000,16
70,MARACOS,Sector Cerca Medio,4.1505,-73.6326,2.4,6000,2000,8000,16
71,MI LLANURA,Sector Cerca Medio,4.149,-73.6343,2.4,6000,2000,8000,16
72,BELLO HORISONTE,Sector Cerca Medio,4.1442,-73.6373,2.4,6000,2000,8000,16
73,SAN INGNACIO,Sector Cerca Medio,4.1474,-73.633,2.4,6000,2000,8000,16
74,"CANTARRANA 1,2,3,4,",Sector Cerca Medio,4.1472,-73.6382,2.4,6000,2000,8000,16
75,PARQUE LA LLNURA,Sector Cerca Medio,4.1502,-73.6384,2.4,6000,2000,8000,16
76,PARQUE SICUANI,Sector Cerca Medio,4.1476,-73.6322,2.4,6000,2000,8000,16
77,SAUSALITO,Sector Cerca Medio,4.1471,-73.6375,2.4,6000,2000,8000,16
78,BOCHICA,Sector Cerca Medio,4.1527,-73.6383,2.4,6000,2000,8000,16
79,CANAIMA,Sector Cerca Medio,4.1446,-73.6343,2.4,6000,2000,8000,16
80,PORTAL DEL CANAIMA,Sector Cerca Medio,4.1526,-73.6329,2.4,6000,2000,8000,16
81,SAN NISIDRO,Sector Cerca Medio,4.1442,-73.6304,2.4,6000,2000,8000,16
82,SANTA INES,Sector Cerca Medio,4.1509,-73.6339,2.4,6000,2000,8000,16
83,HOTEL ROSADO,Sector Cerca Medio,4.1456,-73.6357,2.4,6000,2000,8000,16
84,VILLA DEL SOL,Sector Cerca Medio,4.1443,-73.6354,2.4,6000,2000,8000,16
85,LA MORGUE,Sector Cerca Medio,4.1447,-73.6377,2.4,6000,2000,8000,16
86,SAN MARCOS,Sector Cerca Medio,4.1455,-73.6313,2.4,6000,2000,8000,16
87,CONJONTO TOSCANA,Sector Cerca Medio,4.1457,-73.636,2.4,6000,2000,8000,16
88,QUINTAS DE TOSCANA,Sector Cerca Medio,4.1471,-73.6372,2.4,6000,2000,8000,16
89,FLORIDA,Sector Cerca Medio,4.1534,-73.6352,2.4,6000,2000,8000,16
90,NUEVA FLORESTA,Sector Cerca Medio,4.1515,-73.6362,2.4,6000,2000,8000,16
91,TEUSACA,Sector Cerca Medio,4.15,-73.6363,2.4,6000,2000,8000,16
92,EMBUDO,Sector Cerca Medio,4.1478,-73.6304,2.4,6000,2000,8000,16
93,SANBENITO,Sector Cerca Medio,4.1438,-73.6315,2.4,6000,2000,8000,16
94,NUEVO RICAUTE,Sector Cerca Medio,4.145,-73.6323,2.4,6000,2000,8000,16
95,PORVENIR,Sector Cerca Medio,4.1532,-73.6355,2.4,6000,2000,8000,16
96,Página 352,Sector Cerca Medio,4.1473,-73.6341,2.4,6000,2000,8000,16
97,VIENTE JULIO,Sector Cerca Medio,4.1518,-73.6327,2.4,6000,2000,8000,16
98,SIMON BOLIVAR,Conjuntos Y Condoninios Sector Medio,4.1515,-73.6375,2.4,6000,2000,8000,16
99,ANTONIO RICAUTE,Conjuntos Y Condoninios Sector Medio,4.152,-73.6332,2.4,6000,2000,8000,16
100,BARRIO NOGALES,Conjuntos Y Condoninios Sector Medio,4.1475,-73.633,2.4,6000,2000,8000,16
101,CANEY,Conjuntos Y Condoninios Sector Medio,4.1468,-73.6318,2.4,6000,2000,8000,16
102,BRISAS DEL CANEY,Conjuntos Y Condoninios Sector Medio,4.1468,-73.6318,2.4,6000,2000,8000,16
103,AMARAL,Conjuntos Y Condoninios Sector Medio,4.1441,-73.6389,2.4,6000,2000,8000,16
104,CATATUMBO,Conjuntos Y Condoninios Sector Medio,4.1464,-73.6336,2.4,6000,2000,8000,16
105,RETIRO,Conjuntos Y Condoninios Sector Medio,4.1448,-73.6327,2.4,6000,2000,8000,16
106,BUENOS AIRES,Conjuntos Y Condoninios Sector Medio,4.1442,-73.6359,2.4,6000,2000,8000,16
107,REMANSO,Conjuntos Y Condoninios Sector Medio,4.1499,-73.6353,2.4,6000,2000,8000,16
108,VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1522,-73.6291,2.4,6000,2000,8000,16
109,HOTEL HACARITAMA,Conjuntos Y Condoninios Sector Medio,4.1456,-73.6338,2.4,6000,2000,8000,16
110,CANCHA RACING,Conjuntos Y Condoninios Sector Medio,4.1443,-73.6308,2.4,6000,2000,8000,16
111,HACARITAMA,Conjuntos Y Condoninios Sector Medio,4.1447,-73.6386,2.4,6000,2000,8000,16
112,BARRIO PRIMAVERA,Conjuntos Y Condoninios Sector Medio,4.1479,-73.636,2.4,6000,2000,8000,16
113,PARQUE PRIMAVERA,Conjuntos Y Condoninios Sector Medio,4.1524,-73.6305,2.4,6000,2000,8000,16
114,CIUDADELA EL DIVINO NIÑO,Conjuntos Y Condoninios Sector Medio,4.1497,-73.6292,2.4,6000,2000,8000,16
115,LAS FERIAS,Conjuntos Y Condoninios Sector Medio,4.148,-73.6314,2.4,6000,2000,8000,16
116,GAITAN,Conjuntos Y Condoninios Sector Medio,4.1456,-73.6352,2.4,6000,2000,8000,16
117,SAN GREGORIO,Conjuntos Y Condoninios Sector Medio,4.1477,-73.6329,2.4,6000,2000,8000,16
118,MAIZARO,Conjuntos Y Condoninios Sector Medio,4.1517,-73.6326,2.4,6000,2000,8000,16
119,"CONDOMINIO DUARY 1,2",Conjuntos Y Condoninios Sector Medio,4.1457,-73.6331,3.1,6000,3000,9000,17
120,CERRO CAMPESTRE ALTO,Conjuntos Y Condoninios Sector Medio,4.1505,-73.6373,3.1,6000,3000,9000,17
121,CERRO CAMPESTRE BAJO,Conjuntos Y Condoninios Sector Medio,4.1455,-73.631,3.1,6000,3000,9000,17
122,CONDOMINIO BOSQUES DE VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1502,-73.6333,3.1,6000,3000,9000,17
123,CONDOMINIO PORTAL DEL MOLINO,Conjuntos Y Condoninios Sector Medio,4.1461,-73.6303,3.1,6000,3000,9000,17
124,RESERVAS DEL VIZCAYA,Conjuntos Y Condoninios Sector Medio,4.1519,-73.6384,3.1,6000,3000,9000,17
125,"CONJUNTO LOS ALMENDROS 1,2",Conjuntos Y Condoninios Sector Medio,4.149,-73.6334,3.1,6000,3000,9000,17
126,CAMINOS DE SEVILLA,Conjuntos Y Condoninios Sector Medio,4.1438,-73.6372,3.1,6000,3000,9000,17
127,Página 353,Conjuntos Y Condoninios Sector Medio,4.1523,-73.6357,3.1,6000,3000,9000,17
128,LLANO HERMOSO,Sector Terminal,4.1307,-73.6278,3.1,6000,3000,9000,17
129,"CONJUNTO BONNANZA 1,2",Sector Terminal,4.1284,-73.6321,3.1,6000,3000,9000,17
130,RINCON DEL LLANO,Sector Terminal,4.1307,-73.6338,3.1,6000,3000,9000,17
131,TORRES DEL MEDITERRENO,Sector Terminal,4.1295,-73.6313,3.1,6000,3000,9000,17
132,TERMINAL DE TRANSPORTE,Sector Terminal,4.128,-73.629,3.1,6000,3000,9000,17
133,"QUINTA DE MORELIA 1,2,3",Sector Terminal,4.1288,-73.628,3.1,6000,3000,9000,17
134,CONDOMINIO VILLAVENTO,Sector Terminal,4.1235,-73.6325,3.1,6000,3000,9000,17
135,CONDOMINIO CIUDAD REAL,Sector Terminal,4.1296,-73.6266,3.1,6000,3000,9000,17
136,TORRES DE PRADERA,Sector Terminal,4.1267,-73.6249,3.1,6000,3000,9000,17
137,CONDOMINIO VILLA VALERIA,Sector Terminal,4.1265,-73.6269,3.1,6000,3000,9000,17
138,CONDOMINIO CANAGUAY,Sector Terminal,4.1258,-73.6316,3.1,6000,3000,9000,17
139,JARDINES DE SANTORINE,Sector Terminal,4.1307,-73.6281,3.1,6000,3000,9000,17
140,LLANO REAL CLUB HOUSE,Sector Terminal,4.128,-73.6272,3.1,6000,3000,9000,17
141,PALMAS DE VALLARTA,Sector Terminal,4.1251,-73.6273,3.1,6000,3000,9000,17
142,CONJUNTO TERRABELA,Sector Terminal,4.1292,-73.6276,3.1,6000,3000,9000,17
143,BOSQUES DE MORELIA,Sector Terminal,4.1279,-73.6253,3.1,6000,3000,9000,17
144,"NUEVA ESPERANZA 1,2",Sector Terminal,4.1278,-73.6305,3.1,6000,3000,9000,17
145,CONDOMINIO SIENDA MANOY,Sector Terminal,4.1282,-73.6275,3.1,6000,3000,9000,17
146,QUINTAS DE SANTA CLARA,Sector Terminal,4.1244,-73.6307,3.1,6000,3000,9000,17
147,BARRIO VILLA DEL ALCARABAN,Sector Terminal,4.1312,-73.6332,3.1,6000,3000,9000,17
148,URBANIZACION CALATRABA,Sector Terminal,4.1237,-73.6323,3.1,6000,3000,9000,17
149,TERRA VERDE,Sector Terminal,4.1297,-73.6255,3.1,6000,3000,9000,17
150,ALAMEDA DEL BOSQUE,Sector Terminal,4.1495,-73.631,3.1,6000,3000,9000,17
151,REMANSOS DEL LLANO,Sector Terminal,4.1281,-73.6266,3.1,6000,3000,9000,17
152,SAN GERARDO,Sector Terminal,4.13,-73.6339,3.1,6000,3000,9000,17
153,TERRA VELA,Sector Terminal,4.1251,-73.6248,3.1,6000,3000,9000,17
154,AMARILO MORICHAL,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
155,AMARILO CIMARON,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
156,AMARILO ALBORADA,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
157,AMARILO PIEDEMONTE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
158,AMARILO ARAUCO,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
159,AMARILO ZAINOS,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
160,"AMARILO PASOLLONO 1,2,3,4",Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
161,AMARILO ALCARABN,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
162,AMARILO MAPIRE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
163,AMARILO OCARROS,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
164,AMARILO ARBOLEDA CAMPESTRE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
165,AMARILO PRADO VERDE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
166,Página 354,Sector Amarilo,4.1099,-73.6094,6.6,6000,8000,14000,26
167,AMARILO ARBOLEDA CAMPESTRE IV 4,Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
168,"AMARILO LLANO ALTO 1,2,3,4",Sector Amarilo,4.108,-73.605,5.9,6000,7000,13000,24
169,VILLA HERMOSA,Sector Los Centauros,4.1157,-73.6117,6.6,6000,8000,14000,26
170,CONDOMINIO CAMPSTRE CARACOLI,Sector Los Centauros,4.1082,-73.6096,6.6,6000,8000,14000,26
171,GIMNASIO LOS ALCAZARES,Sector Los Centauros,4.1156,-73.606,6.6,6000,8000,14000,26
172,LAS MERCEDES,Sector Los Centauros,4.1098,-73.6117,6.6,6000,8000,14000,26
173,MULTIFAMILIARES CENTAUROS,Sector Los Centauros,4.1118,-73.6094,6.6,6000,8000,14000,26
174,"BLOQUE A,B,C,D",Sector Los Centauros,4.1083,-73.6079,6.6,6000,8000,14000,26
175,PORTALES DE GRATAMIRA,Sector Los Centauros,4.1122,-73.6074,6.6,6000,8000,14000,26
176,BALCONES DE GRATAMIRA,Sector Los Centauros,4.1082,-73.6135,6.6,6000,8000,14000,26
177,"TORRES DE SALERMO 1,2",Sector Los Centauros,4.1141,-73.6111,6.6,6000,8000,14000,26
178,CONDOMINIO SANTA ANA,Sector Los Centauros,4.1165,-73.6093,6.6,6000,8000,14000,26
179,CONDOMINIO LA FONTANA,Sector Los Centauros,4.1143,-73.6131,6.6,6000,8000,14000,26
180,CONDOMINIO SANTA PAULA,Sector Los Centauros,4.1079,-73.6091,6.6,6000,8000,14000,26
181,PRADOS DE MARICURE,Sector Los Centauros,4.1078,-73.6079,6.6,6000,8000,14000,26
182,UNIVERSIDAD UNIMINUTO,Sector Los Centauros,4.1123,-73.6113,6.6,6000,8000,14000,26
183,CANCHA SINTETICA QUARZO,Sector Los Centauros,4.1146,-73.6146,6.6,6000,8000,14000,26
184,RENAUULT CASATORO,Sector Barzal,4.1457,-73.6362,3.8,6000,4000,10000,19
185,CHEVROLET,Sector Barzal,4.1396,-73.634,3.8,6000,4000,10000,19
186,NISSAN,Sector Barzal,4.1401,-73.6385,3.8,6000,4000,10000,19
187,SUZUKI ALCALA MOTOR,Sector Barzal,4.1455,-73.6412,3.8,6000,4000,10000,19
188,CANCHA MONACO,Sector Barzal,4.1408,-73.6401,3.8,6000,4000,10000,19
189,BAR TERRAZA,Sector Barzal,4.1482,-73.6331,3.8,6000,4000,10000,19
190,7 DE AGOSTO,Sector Barzal,4.1469,-73.64,3.8,6000,4000,10000,19
191,BARZAL BAJO,Sector Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
192,BARZAL ALTO,Sector Barzal,4.1435,-73.6375,3.8,6000,4000,10000,19
193,CLUB VILLAVICENCIO,Sector Barzal,4.1462,-73.6342,3.8,6000,4000,10000,19
194,MESETAS,Sector Barzal,4.1401,-73.6375,3.8,6000,4000,10000,19
195,ELECTRIFICADORA EMSA,Sector Barzal,4.1455,-73.6334,3.8,6000,4000,10000,19
196,BALATA,Sector Barzal,4.1487,-73.6389,3.8,6000,4000,10000,19
197,CAMOA,Sector Barzal,4.1415,-73.6414,3.8,6000,4000,10000,19
198,SALLE,Sector Barzal,4.1435,-73.6326,3.8,6000,4000,10000,19
199,POZO VEIENTE,Sector Barzal,4.1485,-73.6321,3.8,6000,4000,10000,19
200,Página 355,Sector Barzal,4.1473,-73.6395,3.8,6000,4000,10000,19
201,RECODO BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
202,AZOTEA,Sector Salud Barzal,4.1484,-73.6378,3.8,6000,4000,10000,19
203,HOSPITAL DEPARTAMENTAL,Sector Salud Barzal,4.1398,-73.6378,3.8,6000,4000,10000,19
204,HOSPITAL DE LA GENTE,Sector Salud Barzal,4.1451,-73.636,3.8,6000,4000,10000,19
205,LIGA CONTRA EL CANCER,Sector Salud Barzal,4.1416,-73.6335,3.8,6000,4000,10000,19
206,SOMOS,Sector Salud Barzal,4.1474,-73.6333,3.8,6000,4000,10000,19
207,CLINICA PRIMAVERA,Sector Salud Barzal,4.1458,-73.6341,3.8,6000,4000,10000,19
208,CLINICA META,Sector Salud Barzal,4.1459,-73.6341,3.8,6000,4000,10000,19
209,NUEVA CLINICA BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
210,SERVIMEDICOS,Sector Salud Barzal,4.1478,-73.6365,3.8,6000,4000,10000,19
211,SANITAS,Sector Salud Barzal,4.143,-73.6323,3.8,6000,4000,10000,19
212,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
213,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,3.8,6000,4000,10000,19
214,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,3.8,6000,4000,10000,19
215,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,3.8,6000,4000,10000,19
216,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
217,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
218,IPS CENTRO MERDICO DE,Sector Salud Barzal,4.1488,-73.6339,4.5,6000,5000,11000,21
219,REHABULITACION,Sector Salud Barzal,4.1467,-73.6339,4.5,6000,5000,11000,21
220,IPS CENTRO TERAPEUTICO INTEGRAL,Sector Salud Barzal,4.1488,-73.6339,3.1,6000,3000,9000,17
221,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,3.1,6000,3000,9000,17
222,UNIDAD AMBULATORIA DE ALTA,Sector Salud Barzal,4.1401,-73.6413,3.1,6000,3000,9000,17
223,COMPLEJI,Sector Salud Barzal,4.1415,-73.64,3.1,6000,3000,9000,17
224,IPS MULTISALUD,Sector Grama,4.1582,-73.6459,3.8,6000,4000,10000,19
225,IPS PREVIS,Sector Grama,4.1547,-73.6372,3.8,6000,4000,10000,19
226,IPS REHABILITAR,Sector Grama,4.1601,-73.6448,3.8,6000,4000,10000,19
227,IPS SANTA BARBARA,Sector Grama,4.1594,-73.6429,3.8,6000,4000,10000,19
228,CLINICA OCULAR BUQUE,Sector Grama,4.135,-73.642,3.8,6000,4000,10000,19
229,EMPORIO,Sector Grama,4.1569,-73.6424,5.2,6000,6000,12000,23
230,TRIUNFO,Sector Grama,4.1601,-73.6397,5.2,6000,6000,12000,23
231,GALAN,Sector Grama,4.1539,-73.6387,5.2,6000,6000,12000,23
232,ALCACERES,Sector Grama,4.1574,-73.6427,5.2,6000,6000,12000,23
233,ESMERALDA,Sector Grama,4.159,-73.6414,5.2,6000,6000,12000,23
234,GRAMA,Sector Grama,4.1585,-73.6415,5.2,6000,6000,12000,23
235,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,5.2,6000,6000,12000,23
236,Página 356,Sector Grama,4.1578,-73.6424,5.2,6000,6000,12000,23
237,DOCE DE OCTUBRE,Sector Grama,4.1562,-73.6449,5.2,6000,6000,12000,23
238,SANTA JOSEFA MILITAR,Sector Grama,4.157,-73.6411,5.2,6000,6000,12000,23
239,SAN FELIPE,Sector Grama,4.155,-73.6412,5.2,6000,6000,12000,23
240,PANORAMA,Sector Grama,4.1572,-73.6403,5.2,6000,6000,12000,23
241,VIRREY,Sector Grama,4.1631,-73.642,5.2,6000,6000,12000,23
242,CAMPIÑA,Sector Grama,4.1547,-73.6439,5.2,6000,6000,12000,23
243,CHAPINERO BAJO,Sector Grama,4.1584,-73.64,5.2,6000,6000,12000,23
244,CHAPINERO ALTO,Sector Grama,4.154,-73.6413,5.2,6000,6000,12000,23
245,NUEVA GRANADA,Sector Grama,4.1563,-73.6426,5.2,6000,6000,12000,23
246,RONDINELA,Sector Grama,4.1578,-73.6379,5.2,6000,6000,12000,23
247,PRADERA,Sector Grama,4.1561,-73.6405,5.2,6000,6000,12000,23
248,CONDOMINIO,Sector Grama Conjuntos Y Edificios,4.1631,-73.6461,5.2,6000,6000,12000,23
249,PUERTA DEL,Sector Grama Conjuntos Y Edificios,4.1548,-73.6457,5.2,6000,6000,12000,23
250,SOL,Sector Grama Conjuntos Y Edificios,4.1631,-73.6444,5.2,6000,6000,12000,23
251,CONJUNTO,Sector Grama Conjuntos Y Edificios,4.1546,-73.6366,5.2,6000,6000,12000,23
252,RESIDENCIAL,Sector Grama Conjuntos Y Edificios,4.1617,-73.6373,5.2,6000,6000,12000,23
253,CAMBULOS,Sector Grama Conjuntos Y Edificios,4.1576,-73.6409,5.2,6000,6000,12000,23
254,"1,2,3",Sector Grama Conjuntos Y Edificios,4.1563,-73.6451,5.2,6000,6000,12000,23
255,COJUNTO RESIDENCIAL,Sector Grama Conjuntos Y Edificios,4.1613,-73.6403,5.2,6000,6000,12000,23
256,PRADROS DESAN,Sector Grama Conjuntos Y Edificios,4.1597,-73.6444,5.2,6000,6000,12000,23
257,"SANANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1535,-73.641,5.2,6000,6000,12000,23
258,FRANCISCO,Sector Grama Conjuntos Y Edificios,4.1574,-73.6392,5.2,6000,6000,12000,23
259,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,5.2,6000,6000,12000,23
260,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,5.2,6000,6000,12000,23
261,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,5.2,6000,6000,12000,23
262,LA ARENERA,Sector Grama Conjuntos Y Edificios,4.1596,-73.6409,5.9,6000,7000,13000,24
263,CAUDAL,Sector Caudal,4.1595,-73.638,3.8,6000,4000,10000,19
264,CONJUNTO TRIANGULO,Sector Caudal,4.1621,-73.6388,3.8,6000,4000,10000,19
265,EDIFICIO MONTEBELLO,Sector Caudal,4.164,-73.6412,3.8,6000,4000,10000,19
266,"TORRES DEL CAUDAL 1,2",Sector Caudal,4.1595,-73.638,3.8,6000,4000,10000,19
267,TERRAZAS DEL LLANO,Sector Caudal,4.1639,-73.6342,3.8,6000,4000,10000,19
268,TORRRES CLUB,Sector Caudal,4.1643,-73.6356,3.8,6000,4000,10000,19
269,CLUB META,Sector Caudal,4.1628,-73.6429,3.8,6000,4000,10000,19
270,EDIFICIO PLAZA,Sector Caudal,4.1594,-73.6352,3.8,6000,4000,10000,19
271,ALAMEDA ORIENTAL CAUDAL,Sector Caudal,4.1595,-73.638,3.8,6000,4000,10000,19
272,EDIFICIO COSTA BELLA CAUDAL ALTO,Sector Caudal,4.1595,-73.638,3.8,6000,4000,10000,19
273,EDIDIFICIO AGORA,Sector Caudal,4.1635,-73.6359,3.8,6000,4000,10000,19
