id,sector,barrio,tarifa_base,recargo_distancia,tarifa_total,tiempo_estimado,distancia_aprox_km
128,SECTOR CEREO UNO,CONDOMINIO VILLAVENTO,8000,0,8000,25-35 min,4.5
129,SECTOR CEREO UNO,CONDOMINIO CIUDAD REAL,8000,0,8000,25-35 min,4.5
130,SECTOR CEREO UNO,TORRES DE PRADERA,8000,0,8000,25-35 min,4.5
131,SECTOR CEREO UNO,CONDOMINIO VILLA VALERIA,8000,0,8000,25-35 min,4.5
132,SECTOR CEREO UNO,CONDOMINIO CANAGUAY,8000,0,8000,25-35 min,4.5
133,SECTOR CEREO UNO,JARDINES DE SANTORINE,8000,0,8000,25-35 min,4.5
134,SECTOR GENERAL,LLANO REAL CLUB HOUSE,9000,0,9000,30-40 min,6.0
135,SECTOR GENERAL,PALMAS DE VALLARTA,9000,0,9000,30-40 min,6.0
136,SECTOR GENERAL,CONJUNTO TERRABELA,9000,0,9000,30-40 min,6.0
137,SECTOR GENERAL,BOSQUES DE MORELIA,9000,0,9000,30-40 min,6.0
138,SECTOR GENERAL,"NUEVA ESPERANZA 1,2",9000,0,9000,30-40 min,6.0
139,SECTOR GENERAL,CONDOMINIO SIENDA MANOY,9000,0,9000,30-40 min,6.0
140,SECTOR GENERAL,QUINTAS DE SANTA CLARA,9000,0,9000,30-40 min,6.0
141,SECTOR GENERAL,BARRIO VILLA DEL ALCARABAN,9000,0,9000,30-40 min,6.0
142,SECTOR GENERAL,URBANIZACION CALATRABA,9000,0,9000,30-40 min,6.0
143,SECTOR GENERAL,TERRA VERDE,9000,0,9000,30-40 min,6.0
144,SECTOR GENERAL,ALAMEDA DEL BOSQUE,9000,0,9000,30-40 min,6.0
145,SECTOR GENERAL,REMANSOS DEL LLANO,9000,0,9000,30-40 min,6.0
146,SECTOR GENERAL,SAN GERARDO,9000,0,9000,30-40 min,6.0
147,SECTOR GENERAL,TERRA VELA,9000,0,9000,30-40 min,6.0
148,SECTOR GENERAL,AMARILO MORICHAL,9000,0,9000,30-40 min,6.0
149,SECTOR GENERAL,AMARILO CIMARON,9000,0,9000,30-40 min,6.0
150,SECTOR GENERAL,AMARILO ALBORADA,9000,0,9000,30-40 min,6.0
151,SECTOR GENERAL,AMARILO PIEDEMONTE,9000,0,9000,30-40 min,6.0
152,SECTOR GENERAL,AMARILO ARAUCO,9000,0,9000,30-40 min,6.0
153,SECTOR GENERAL,AMARILO ZAINOS,9000,0,9000,30-40 min,6.0
154,SECTOR GENERAL,"AMARILO PASOLLONO 1,2,3,4",9000,0,9000,30-40 min,6.0
155,SECTOR GENERAL,AMARILO ALCARABN,9000,0,9000,30-40 min,6.0
156,SECTOR GENERAL,AMARILO MAPIRE,9000,0,9000,30-40 min,6.0
157,SECTOR GENERAL,AMARILO OCARROS,9000,0,9000,30-40 min,6.0
158,SECTOR GENERAL,AMARILO ARBOLEDA CAMPESTRE,9000,0,9000,30-40 min,6.0
159,SECTOR GENERAL,AMARILO PRADO VERDE,9000,0,9000,30-40 min,6.0
160,SECTOR GENERAL,AMARILO ARBOLEDA CAMPESTRE IV 4,9000,0,9000,30-40 min,6.0
161,SECTOR GENERAL,"AMARILO LLANO ALTO 1,2,3,4",9000,0,9000,30-40 min,6.0
162,SECTOR GENERAL,VILLA HERMOSA,9000,0,9000,30-40 min,6.0
163,SECTOR GENERAL,CONDOMINIO CAMPSTRE CARACOLI,9000,0,9000,30-40 min,6.0
164,SECTOR GENERAL,GIMNASIO LOS ALCAZARES,9000,0,9000,30-40 min,6.0
165,SECTOR GENERAL,LAS MERCEDES,9000,0,9000,30-40 min,6.0
166,SECTOR GENERAL,"MULTIFAMILIARES CENTAUROS BLOQUE A,B,C,D",9000,0,9000,30-40 min,6.0
167,SECTOR GENERAL,PORTALES DE GRATAMIRA,9000,0,9000,30-40 min,6.0
168,SECTOR GENERAL,BALCONES DE GRATAMIRA,9000,0,9000,30-40 min,6.0
169,SECTOR GENERAL,"TORRES DE SALERMO 1,2",9000,0,9000,30-40 min,6.0
170,SECTOR GENERAL,CONDOMINIO SANTA ANA,9000,0,9000,30-40 min,6.0
171,SECTOR GENERAL,CONDOMINIO LA FONTANA,9000,0,9000,30-40 min,6.0
172,SECTOR GENERAL,CONDOMINIO SANTA PAULA,9000,0,9000,30-40 min,6.0
173,SECTOR GENERAL,PRADOS DE MARICURE,9000,0,9000,30-40 min,6.0
174,SECTOR GENERAL,UNIVERSIDAD UNIMINUTO,14000,0,14000,35-50 min,8.5
175,SECTOR GENERAL,CANCHA SINTETICA QUARZO,14000,0,14000,35-50 min,8.5
176,SECTOR GENERAL,RENAUULT CASATORO,14000,0,14000,35-50 min,8.5
177,SECTOR GENERAL,CHEVROLET,14000,0,14000,35-50 min,8.5
178,SECTOR GENERAL,NISSAN,14000,0,14000,35-50 min,8.5
179,SECTOR GENERAL,SUZUKI ALCALA MOTOR,14000,0,14000,35-50 min,8.5
180,SECTOR GENERAL,CANCHA MONACO,14000,0,14000,35-50 min,8.5
181,SECTOR GENERAL,BAR TERRAZA,14000,0,14000,35-50 min,8.5
182,SECTOR GENERAL,7 DE AGOSTO,14000,0,14000,35-50 min,8.5
183,SECTOR GENERAL,BARZAL BAJO,14000,0,14000,35-50 min,8.5
184,SECTOR GENERAL,BARZAL ALTO,14000,0,14000,35-50 min,8.5
185,SECTOR GENERAL,CLUB VILLAVICENCIO,14000,0,14000,35-50 min,8.5
186,SECTOR GENERAL,MESETAS,14000,0,14000,35-50 min,8.5
187,SECTOR GENERAL,ELECTRIFICADORA EMSA,14000,0,14000,35-50 min,8.5
188,SECTOR GENERAL,BALATA,14000,0,14000,35-50 min,8.5
189,SECTOR GENERAL,CAMOA,14000,0,14000,35-50 min,8.5
190,SECTOR GENERAL,SALLE,14000,0,14000,35-50 min,8.5
191,SECTOR GENERAL,POZO VEIENTE,14000,0,14000,35-50 min,8.5
192,SECTOR GENERAL,RECODO BARZAL,14000,0,14000,35-50 min,8.5
193,SECTOR GENERAL,AZOTEA,14000,0,14000,35-50 min,8.5
194,SECTOR GENERAL,HOSPITAL DEPARTAMENTAL,14000,0,14000,35-50 min,8.5
195,SECTOR GENERAL,HOSPITAL DE LA GENTE,14000,0,14000,35-50 min,8.5
196,SECTOR GENERAL,LIGA CONTRA EL CANCER,14000,0,14000,35-50 min,8.5
197,SECTOR GENERAL,SOMOS,14000,0,14000,35-50 min,8.5
198,SECTOR GENERAL,CLINICA PRIMAVERA,14000,0,14000,35-50 min,8.5
199,SECTOR GENERAL,CLINICA META,14000,0,14000,35-50 min,8.5
200,SECTOR GENERAL,NUEVA CLINICA BARZAL,14000,0,14000,35-50 min,8.5
201,SECTOR GENERAL,SERVIMEDICOS,14000,0,14000,35-50 min,8.5
202,SECTOR GENERAL,SANITAS,14000,0,14000,35-50 min,8.5
203,SECTOR GENERAL,CAJACOPI BARZAL,14000,0,14000,35-50 min,8.5
204,SECTOR GENERAL,CLINICA CARDIOVASCULAR,14000,0,14000,35-50 min,8.5
205,SECTOR GENERAL,SALUDA TOTAL,14000,0,14000,35-50 min,8.5
206,SECTOR GENERAL,CAPILLAS DE LA FE,14000,0,14000,35-50 min,8.5
207,SECTOR GENERAL,IPS MONTANO MEDICAL BUQUE,14000,0,14000,35-50 min,8.5
208,SECTOR GENERAL,IPS CUIDAR BUQUE,14000,0,14000,35-50 min,8.5
209,SECTOR GENERAL,IPS CENTRO MERDICO DE REHABULITACION,14000,0,14000,35-50 min,8.5
210,SECTOR GENERAL,IPS CENTRO TERAPEUTICO INTEGRAL,14000,0,14000,35-50 min,8.5
211,SECTOR GENERAL,LABORATORIO CLINICO,14000,0,14000,35-50 min,8.5
212,SECTOR GENERAL,UNIDAD AMBULATORIA DE ALTA COMPLEJI,14000,0,14000,35-50 min,8.5
213,SECTOR GENERAL,IPS MULTISALUD,9000,0,9000,30-40 min,6.0
214,SECTOR GENERAL,IPS PREVIS,9000,0,9000,30-40 min,6.0
215,SECTOR GENERAL,IPS REHABILITAR,9000,0,9000,30-40 min,6.0
216,SECTOR GENERAL,IPS SANTA BARBARA,9000,0,9000,30-40 min,6.0
217,SECTOR GENERAL,CLINICA OCULAR BUQUE,9000,0,9000,30-40 min,6.0
218,SECTOR GENERAL,EMPORIO,9000,0,9000,30-40 min,6.0
219,SECTOR GENERAL,TRIUNFO,9000,0,9000,30-40 min,6.0
220,SECTOR GENERAL,GALAN,9000,0,9000,30-40 min,6.0
221,SECTOR GENERAL,ALCACERES,9000,0,9000,30-40 min,6.0
222,SECTOR GENERAL,ESMERALDA,9000,0,9000,30-40 min,6.0
223,SECTOR GENERAL,GRAMA,9000,0,9000,30-40 min,6.0
224,SECTOR GENERAL,ESCUELA DE CARABINEROS,9000,0,9000,30-40 min,6.0
225,SECTOR GENERAL,DOCE DE OCTUBRE,9000,0,9000,30-40 min,6.0
226,SECTOR GENERAL,SANTA JOSEFA MILITAR,9000,0,9000,30-40 min,6.0
227,SECTOR GENERAL,SAN FELIPE,9000,0,9000,30-40 min,6.0
228,SECTOR GENERAL,PANORAMA,9000,0,9000,30-40 min,6.0
229,SECTOR GENERAL,VIRREY,9000,0,9000,30-40 min,6.0
230,SECTOR GENERAL,CAMPIÑA,9000,0,9000,30-40 min,6.0
231,SECTOR GENERAL,CHAPINERO BAJO,9000,0,9000,30-40 min,6.0
232,SECTOR GENERAL,CHAPINERO ALTO,9000,0,9000,30-40 min,6.0
233,SECTOR GENERAL,NUEVA GRANADA,9000,0,9000,30-40 min,6.0
234,SECTOR GENERAL,RONDINELA,9000,0,9000,30-40 min,6.0
235,SECTOR GENERAL,PRADERA,9000,0,9000,30-40 min,6.0
236,SECTOR GENERAL,CONDOMINIO PUERTA DEL SOL,9000,0,9000,30-40 min,6.0
237,SECTOR GENERAL,"CONJUNTO RESIDENCIAL CAMBULOS 1,2,3",9000,0,9000,30-40 min,6.0
238,SECTOR GENERAL,"COJUNTO RESIDENCIAL SAN ANGEL 1,2",9000,0,9000,30-40 min,6.0
239,SECTOR GENERAL,CONJUNTO PRADROS DE SAN FRANCISCO,9000,0,9000,30-40 min,6.0
240,SECTOR GENERAL,"SAN ANGEL 1,2",9000,0,9000,30-40 min,6.0
241,SECTOR GENERAL,"LOS CAMBULOS 1,2,3",9000,0,9000,30-40 min,6.0
242,SECTOR GENERAL,PANORAMA DEL CAMPO,9000,0,9000,30-40 min,6.0
243,SECTOR GENERAL,LA ARENERA,9000,0,9000,30-40 min,6.0
244,SECTOR GENERAL,CAUDAL,9000,0,9000,30-40 min,6.0
245,SECTOR GENERAL,CONJUNTO TRIANGULO,9000,0,9000,30-40 min,6.0
246,SECTOR GENERAL,EDIFICIO MONTEBELLO,9000,0,9000,30-40 min,6.0
247,SECTOR GENERAL,"TORRES DEL CAUDAL 1,2",9000,0,9000,30-40 min,6.0
248,SECTOR GENERAL,TERRAZAS DEL LLANO,10000,0,10000,30-40 min,6.0
249,SECTOR GENERAL,TORRRES CLUB,10000,0,10000,30-40 min,6.0
250,SECTOR GENERAL,CLUB META,10000,0,10000,30-40 min,6.0
251,SECTOR GENERAL,EDIFICIO PLAZA,10000,0,10000,30-40 min,6.0
252,SECTOR GENERAL,ALAMEDA ORIENTAL CAUDAL,10000,0,10000,30-40 min,6.0
253,SECTOR GENERAL,EDIFICIO COSTA BELLA CAUDAL ALTO,10000,0,10000,30-40 min,6.0
254,SECTOR GENERAL,EDIDIFICIO AGORA,10000,0,10000,30-40 min,6.0
255,SECTOR GENERAL,CONJUNTO ARAGUANEY CAUDAL,10000,0,10000,30-40 min,6.0
256,SECTOR GENERAL,HOTEL DEL LLANO,10000,0,10000,30-40 min,6.0
257,SECTOR GENERAL,EDIFICIO BELLO HORISONTE CAUDAL,10000,0,10000,30-40 min,6.0
258,SECTOR GENERAL,CONJUNTO SARARE CAUDAL,10000,0,10000,30-40 min,6.0
259,SECTOR GENERAL,VALLES DE ARAGON,10000,0,10000,30-40 min,6.0
260,SECTOR GENERAL,GAVIOTAS,10000,0,10000,30-40 min,6.0
261,SECTOR GENERAL,FIKUS,10000,0,10000,30-40 min,6.0
262,SECTOR GENERAL,VILLAMELIA,10000,0,10000,30-40 min,6.0
263,SECTOR GENERAL,ACAPULCO,10000,0,10000,30-40 min,6.0
264,SECTOR GENERAL,KIRPAS,10000,0,10000,30-40 min,6.0
265,SECTOR GENERAL,VILLA SAMPER,10000,0,10000,30-40 min,6.0
266,SECTOR GENERAL,SABANA DE KIRPAS,10000,0,10000,30-40 min,6.0
267,SECTOR GENERAL,CAROLINA KIRPAS,10000,0,10000,30-40 min,6.0
268,SECTOR GENERAL,MIRADOR DEL LLANO 2,10000,0,10000,30-40 min,6.0
269,SECTOR GENERAL,CAVIVIR,10000,0,10000,30-40 min,6.0
270,SECTOR GENERAL,SOCIEGO KIRPAS,10000,0,10000,30-40 min,6.0
271,SECTOR GENERAL,MALOCAS,10000,0,10000,30-40 min,6.0
272,SECTOR GENERAL,METROPOLITANA KIRPAS,10000,0,10000,30-40 min,6.0
273,SECTOR GENERAL,VIVERO BIOAGRICOLA,10000,0,10000,30-40 min,6.0
274,SECTOR GENERAL,SANATONIO,10000,0,10000,30-40 min,6.0
275,SECTOR GENERAL,VILLA MARINA,10000,0,10000,30-40 min,6.0
276,SECTOR GENERAL,BRILLANTE,10000,0,10000,30-40 min,6.0
277,SECTOR GENERAL,"LA ROSITA ETAPA 1,2,3,",10000,0,10000,30-40 min,6.0
278,SECTOR GENERAL,DOÑA LUZ,10000,0,10000,30-40 min,6.0
279,SECTOR GENERAL,PANCANDE,10000,0,10000,30-40 min,6.0
280,SECTOR GENERAL,CHORILLANOS,10000,0,10000,30-40 min,6.0
281,SECTOR GENERAL,REMANSOS DE ROSABLANCA,10000,0,10000,30-40 min,6.0
282,SECTOR GENERAL,CONDOMINIO SAN SEBASTIAN,10000,0,10000,30-40 min,6.0
283,SECTOR GENERAL,"CONDOMINIO SANTA MARIA 1,2",10000,0,10000,30-40 min,6.0
284,SECTOR GENERAL,SEPTIMA BRIGADA DISTRITO MILITAR,10000,0,10000,30-40 min,6.0
285,SECTOR GENERAL,CONJUNTO BULEVAR CODEM,10000,0,10000,30-40 min,6.0
286,SECTOR GENERAL,BOSQUE DE ROSABLANCA,10000,0,10000,30-40 min,6.0
287,SECTOR GENERAL,CONDOMINIO BOSQUES DE ARRAYANES,10000,0,10000,30-40 min,6.0
288,SECTOR GENERAL,RESERVAS DEL BOSQUE,10000,0,10000,30-40 min,6.0
289,SECTOR GENERAL,CONJUNTO VILLA EMAUS,11000,0,11000,35-50 min,8.5
290,SECTOR GENERAL,"CASIBARE 1,2",11000,0,11000,35-50 min,8.5
291,SECTOR GENERAL,CONJUNTO REMANSOS DEL BOSQUE,11000,0,11000,35-50 min,8.5
292,SECTOR GENERAL,VILLAS DEL MEDITERRANEO,11000,0,11000,35-50 min,8.5
293,SECTOR GENERAL,"SAN SILVESTRE 1,2,",11000,0,11000,35-50 min,8.5
294,SECTOR GENERAL,AGUAS CLARAS,11000,0,11000,35-50 min,8.5
295,SECTOR GENERAL,"ESPERANZA ETAPA 6,7,8",11000,0,11000,35-50 min,8.5
296,SECTOR GENERAL,ESPERANZA ETAPA,11000,0,11000,35-50 min,8.5
297,SECTOR GENERAL,BIBLIOTECA GERMAN ARCINIEGAS,11000,0,11000,35-50 min,8.5
298,SECTOR GENERAL,PUESTO DE SALUD ESPERANZA,11000,0,11000,35-50 min,8.5
299,SECTOR GENERAL,ROSABLANCA HORIENTAL,11000,0,11000,35-50 min,8.5
300,SECTOR GENERAL,LA VEGA,11000,0,11000,35-50 min,8.5
301,SECTOR GENERAL,VILLA BOLIVAR,11000,0,11000,35-50 min,8.5
302,SECTOR GENERAL,PARQUE VILLA BOLIVAR,11000,0,11000,35-50 min,8.5
303,SECTOR GENERAL,VILLA CLAUDIA,11000,0,11000,35-50 min,8.5
304,SECTOR GENERAL,URBANIZACION GUATIQUIA,11000,0,11000,35-50 min,8.5
305,SECTOR GENERAL,GARCIA BORQUES,11000,0,11000,35-50 min,8.5
306,SECTOR GENERAL,LA SIJIN,11000,0,11000,35-50 min,8.5
307,SECTOR GENERAL,COLEGIO GIMNASIO CAMPESTRE,11000,0,11000,35-50 min,8.5
308,SECTOR GENERAL,ACACIAS,11000,0,11000,35-50 min,8.5
309,SECTOR GENERAL,CONDOMINIO GALICIA,11000,0,11000,35-50 min,8.5
310,SECTOR GENERAL,CONJUNTO PLENAVIDA,11000,0,11000,35-50 min,8.5
311,SECTOR GENERAL,CONJUNTO 2001 ESPERANZA,11000,0,11000,35-50 min,8.5
312,SECTOR GENERAL,MULTIFAMILIARES LA ESPERENZA,11000,0,11000,35-50 min,8.5
313,SECTOR GENERAL,EDIFICIO NOGALES,11000,0,11000,35-50 min,8.5
314,SECTOR GENERAL,CORALINA,11000,0,11000,35-50 min,8.5
315,SECTOR GENERAL,ALBORADA,11000,0,11000,35-50 min,8.5
